real_policy_rate,inflation_yoy,yield_spread,regime,date
1.439175,-1.229175,3.511818,2,2009-06-01
2.118761,-1.958761,3.402273,2,2009-07-01
1.643836,-1.483836,3.427143,2,2009-08-01
1.527943,-1.377943,3.251905,2,2009-09-01
0.343968,-0.223968,3.267619,2,2009-10-01
-1.794587,1.914587,3.282632,2,2009-11-01
-2.694123,2.814123,3.47,2,2009-12-01
-2.511111,2.621111,3.623158,2,2010-01-01
-2.021336,2.151336,3.561053,2,2010-02-01
-2.126171,2.286171,3.567391,2,2010-03-01
-2.006771,2.206771,3.646818,2,2010-04-01
-1.803549,2.003549,3.22,2,2010-05-01
-0.941561,1.121561,3.024091,2,2010-06-01
-1.160778,1.340778,2.831429,2,2010-07-01
-0.960178,1.150178,2.508636,2,2010-08-01
-0.928312,1.118312,2.457619,2,2010-09-01
-0.976695,1.166695,2.35,2,2010-10-01
-0.894545,1.084545,2.573,2,2010-11-01
-1.257793,1.437793,3.110909,2,2010-12-01
-1.530783,1.700783,3.224,2,2011-01-01
-1.964898,2.124898,3.416316,2,2011-02-01
-2.479242,2.619242,3.274348,2,2011-03-01
-2.977234,3.077234,3.355,2,2011-04-01
-3.368972,3.458972,3.078571,2,2011-05-01
-3.412318,3.502318,2.912273,2,2011-06-01
-3.509881,3.579881,2.933,2,2011-07-01
-3.654996,3.754996,2.203043,2,2011-08-01
-3.732622,3.812622,1.895238,2,2011-09-01
-3.452268,3.522268,2.082,2,2011-10-01
-3.371432,3.451432,1.9335,2,2011-11-01
-2.992067,3.062067,1.908095,2,2011-12-01
-2.928766,3.008766,1.8865,2,2012-01-01
-2.798178,2.898178,1.8675,2,2012-02-01
-2.452875,2.582875,2.042727,2,2012-03-01
-2.133163,2.273163,1.912857,2,2012-04-01
-1.577943,1.737943,1.643182,2,2012-05-01
-1.49387,1.65387,1.462381,2,2012-06-01
-1.257511,1.417511,1.366667,2,2012-07-01
-1.555935,1.685935,1.548261,2,2012-08-01
-1.809717,1.949717,1.583158,2,2012-09-01
-1.995678,2.155678,1.58619,2,2012-10-01
-1.63602,1.79602,1.494,2,2012-11-01
-1.599505,1.759505,1.559,2,2012-12-01
-1.544062,1.684062,1.774762,2,2013-01-01
-1.86814,2.01814,1.834211,2,2013-02-01
-1.378747,1.518747,1.8175,2,2013-03-01
-0.988808,1.138808,1.609091,2,2013-04-01
-1.280389,1.390389,1.818182,2,2013-05-01
-1.625794,1.715794,2.21,2,2013-06-01
-1.795472,1.885472,2.492273,2,2013-07-01
-1.458809,1.538809,2.657273,2,2013-08-01
-1.014734,1.094734,2.7295,2,2013-09-01
-0.786799,0.876799,2.525909,2,2013-10-01
-1.15287,1.23287,2.638421,2,2013-11-01
-1.422838,1.512838,2.811905,2,2013-12-01
-1.487759,1.557759,2.788095,2,2014-01-01
-1.050475,1.120475,2.639474,2,2014-02-01
-1.532695,1.612695,2.643333,2,2014-03-01
-1.925125,2.015125,2.615238,2,2014-04-01
-2.076948,2.166948,2.469048,2,2014-05-01
-1.958982,2.058982,2.498571,2,2014-06-01
-1.884238,1.974238,2.452273,2,2014-07-01
-1.625098,1.715098,2.33,2,2014-08-01
-1.594051,1.684051,2.444286,2,2014-09-01
-1.519542,1.609542,2.214091,2,2014-10-01
-1.141525,1.231525,2.235556,2,2014-11-01
-0.533121,0.653121,2.087273,2,2014-12-01
0.3399309999999999,-0.229931,1.7715,2,2015-01-01
0.197031,-0.087031,1.865263,2,2015-02-01
0.132031,-0.0220309999999999,1.932727,2,2015-03-01
0.224031,-0.104031,1.815,2,2015-04-01
0.084967,0.035033,2.0775,2,2015-05-01
-0.049572,0.179572,2.233636,2,2015-06-01
-0.0956859999999999,0.225686,2.194545,2,2015-07-01
-0.101304,0.241304,2.027143,2,2015-08-01
0.131157,0.008843,2.032857,2,2015-09-01
-0.007617,0.127617,1.95,2,2015-10-01
-0.316318,0.436318,2.143158,2,2015-11-01
-0.398725,0.638725,2.002727,2,2015-12-01
-0.897503,1.237503,1.745263,2,2016-01-01
-0.467278,0.847278,1.3995,2,2016-02-01
-0.531616,0.891616,1.529091,2,2016-03-01
-0.802626,1.172626,1.435238,2,2016-04-01
-0.708476,1.078476,1.43619,2,2016-05-01
-0.699287,1.079287,1.264091,2,2016-06-01
-0.478363,0.868363,1.114,2,2016-07-01
-0.655316,1.055316,1.156522,2,2016-08-01
-1.148645,1.548645,1.230476,2,2016-09-01
-1.285925,1.685925,1.3645,2,2016-10-01
-1.274333,1.684333,1.732,2,2016-11-01
-1.510799,2.050799,1.951905,2,2016-12-01
-1.860393,2.510393,1.7825,2,2017-01-01
-2.150362,2.810362,1.758947,2,2017-02-01
-1.651196,2.441196,1.691739,2,2017-03-01
-1.276223,2.176223,1.397368,2,2017-04-01
-0.946343,1.856343,1.393636,2,2017-05-01
-0.600566,1.640566,1.146818,2,2017-06-01
-0.575107,1.725107,1.168,2,2017-07-01
-0.768122,1.928122,1.04913,2,2017-08-01
-1.030565,2.180565,1.052,2,2017-09-01
-0.870758,2.020758,1.21,2,2017-10-01
-1.012494,2.172494,1.193333,2,2017-11-01
-0.829931,2.129931,1.1025,2,2017-12-01
-0.741319,2.151319,1.17381,2,2018-01-01
-0.843469,2.263469,1.438947,2,2018-02-01
-0.82095,2.33095,1.332381,2,2018-03-01
-0.780996,2.470996,1.179048,2,2018-04-01
-1.081922,2.781922,1.277727,2,2018-05-01
-0.987551,2.807551,1.092381,2,2018-06-01
-0.944125,2.854125,0.979048,2,2018-07-01
-0.732924,2.642924,0.97913,2,2018-08-01
-0.3820549999999999,2.332055,1.054211,2,2018-09-01
-0.302032,2.492032,0.962273,2,2018-10-01
0.052671,2.147329,0.917,2,2018-11-01
0.267619,2.002381,0.562632,0,2018-12-01
0.912411,1.487589,0.31381,0,2019-01-01
0.881138,1.518862,0.276316,0,2019-02-01
0.526814,1.883186,0.160952,0,2019-03-01
0.4194169999999999,2.000583,0.1123809999999999,0,2019-04-01
0.594089,1.795911,0.005,0,2019-05-01
0.708805,1.671195,-0.3059999999999999,0,2019-06-01
0.573669,1.826331,-0.340909,0,2019-07-01
0.392359,1.737641,-0.503636,0,2019-08-01
0.355502,1.684498,-0.3405,0,2019-09-01
0.096026,1.733974,-0.123182,0,2019-10-01
-0.54229,2.09229,0.262105,2,2019-11-01
-0.769527,2.319527,0.312857,2,2019-12-01
-1.049768,2.599768,0.207619,2,2020-01-01
-0.761317,2.341317,-0.075789,2,2020-02-01
-0.84404,1.49404,0.22,2,2020-03-01
-0.263047,0.313047,0.607619,2,2020-04-01
-0.148201,0.198201,0.624,2,2020-05-01
-0.636656,0.716656,0.648636,2,2020-06-01
-0.906865,0.996865,0.533636,2,2020-07-01
-1.18107,1.28107,0.55,2,2020-08-01
-1.301023,1.391023,0.589524,2,2020-09-01
-1.140386,1.230386,0.697143,2,2020-10-01
-1.085745,1.175745,0.78,2,2020-11-01
-1.230419,1.320419,0.843636,2,2020-12-01
-1.26532,1.35532,0.991053,2,2021-01-01
-1.587502,1.667502,1.177895,2,2021-02-01
-2.553646,2.623646,1.54087,2,2021-03-01
-4.067373,4.137373,1.565,2,2021-04-01
-4.866467,4.926467,1.561,2,2021-05-01
-5.237419,5.317419,1.439091,2,2021-06-01
-5.169168,5.269168,1.218571,2,2021-07-01
-5.091323,5.181323,1.193182,2,2021-08-01
-5.283523,5.363523,1.294762,2,2021-09-01
-6.146591,6.226591,1.5025,2,2021-10-01
-6.78556,6.86556,1.4795,2,2021-11-01
-7.079457,7.159457,1.385,2,2021-12-01
-7.498082,7.578082,1.684,2,2022-01-01
-7.869221,7.949221,1.854211,2,2022-02-01
-8.34078,8.54078,1.927826,2,2022-03-01
-7.905162,8.235162,2.4175,2,2022-04-01
-7.760052,8.530052,2.128095,2,2022-05-01
-7.789298,8.999298,1.933333,2,2022-06-01
-6.767778,8.447778,1.216,2,2022-07-01
-5.886255,8.216255,0.567826,2,2022-08-01
-5.645752,8.205752,0.959048,2,2022-09-01
-4.677261,7.757261,0.9035,2,2022-10-01
-3.35138,7.13138,0.111,2,2022-11-01
-2.310832,6.410832,-0.48381,2,2022-12-01
-2.010296,6.340296,-0.7985,2,2023-01-01
-1.387649,5.957649,-0.823158,0,2023-02-01
-0.281349,4.931349,-0.986957,0,2023-03-01
-0.116947,4.946947,-1.37,0,2023-04-01
0.934685,4.125315,-1.486364,0,2023-05-01
2.020747,3.059253,-1.331905,0,2023-06-01
1.839672,3.280328,-1.2205,0,2023-07-01
1.611364,3.718636,-1.162174,0,2023-08-01
1.634918,3.695082,-0.951,0,2023-09-01
2.083462,3.246538,-0.531905,0,2023-10-01
2.190144,3.139856,-0.827143,0,2023-11-01
2.0078,3.3222,-1.31,0,2023-12-01
2.222057,3.107943,-1.271905,0,2024-01-01
2.163579,3.166421,-1.1225,0,2024-02-01
1.860999,3.469001,-1.1215,0,2024-03-01
1.975953,3.354047,-0.790909,0,2024-04-01
2.091134,3.238866,-0.847727,0,2024-05-01
2.359915,2.970085,-1.024737,0,2024-06-01
2.391537,2.938463,-1.081364,0,2024-07-01
2.719086,2.610914,-1.459091,0,2024-08-01
2.697459,2.432541,-1.4065,0,2024-09-01
2.258597,2.571403,-0.734545,0,2024-10-01
1.925832,2.714168,-0.284211,0,2024-11-01
1.607634,2.872366,-0.088571,0,2024-12-01
1.330587,2.999413,0.2990479999999999,0,2025-01-01
1.51573,2.81427,0.1210529999999999,0,2025-02-01
1.924415,2.405585,-0.0495239999999999,0,2025-03-01
1.996253,2.333747,-0.0509519999999999,0,2025-04-01
1.954066,2.375934,0.09381,0,2025-05-01
1.657317,2.672683,0.0535,0,2025-06-01
1.598199,2.731801,0.061818,0,2025-07-01
1.39078,2.93922,-0.065238,0,2025-08-01
1.1973,3.0227,-0.099524,0,2025-09-01
1.168031,2.711969,0.213889,0,2025-11-01
1.066688,2.653312,0.423182,0,2025-12-01
